Country or Area,Year,Area,Type of housing unit,Tenure,Record Type,Reliability,Source Year,Value
Myanmar,2014,Urban,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,2013052
Myanmar,2014,Urban,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,619064
Myanmar,2014,Urban,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2017,133025
Myanmar,2014,Urban,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2017,284292
Myanmar,2014,Rural,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2017,7828399
Myanmar,2014,Rural,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,7289788
Myanmar,2014,Rural,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,186427
Myanmar,2014,Rural,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2017,139532
Myanmar,2014,Rural,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2017,212652
Namibia,2011,Total,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2017,464839
Namibia,2011,Total,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,326986
Namibia,2011,Total,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,75072
Namibia,2011,Total,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2017,58620
Namibia,2011,Total,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2017,4161
Namibia,2011,Urban,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2017,228955
Namibia,2011,Urban,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,138237
Namibia,2011,Urban,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,66795
Namibia,2011,Urban,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2017,22906
Namibia,2011,Urban,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2017,1017
Namibia,2011,Rural,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2017,235884
Namibia,2011,Rural,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,188749
Namibia,2011,Rural,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,8277
Namibia,2011,Rural,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2017,35714
Namibia,2011,Rural,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2017,3144
Nepal,2011,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,5423297
Nepal,2011,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,4623653
Nepal,2011,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,694701
Nepal,2011,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,34313
Nepal,2011,Total,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,70630
Nepal,2011,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,1045575
Nepal,2011,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,593842
Nepal,2011,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,420483
Nepal,2011,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,17392
Nepal,2011,Urban,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,13858
Nepal,2011,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,4377722
Nepal,2011,Rural,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,4029811
Nepal,2011,Rural,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2017,274218
Nepal,2011,Rural,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2017,16921
Nepal,2011,Rural,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2017,56772
New Caledonia,2004,Total,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,64345
New Zealand,2013,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,1549890
New Zealand,2013,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,725448
New Zealand,2013,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,453135
New Zealand,2013,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2016,53889
New Zealand,2013,Total,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2016,215280
New Zealand,2013,Total,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,102141
New Zealand,2013,Total,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,1451160
New Zealand,2013,Total,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,714177
New Zealand,2013,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,439632
New Zealand,2013,Total,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2016,51051
New Zealand,2013,Total,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2016,212337
New Zealand,2013,Total,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,33963
New Zealand,2013,Total,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,9483
New Zealand,2013,Total,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,4722
New Zealand,2013,Total,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,2670
New Zealand,2013,Total,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2016,858
New Zealand,2013,Total,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2016,630
New Zealand,2013,Total,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,603
New Zealand,2013,Total,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2016,89244
New Zealand,2013,Total,Unknown (type of housing unit),Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,6546
New Zealand,2013,Total,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,10830
New Zealand,2013,Total,Unknown (type of housing unit),Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2016,1977
New Zealand,2013,Total,Unknown (type of housing unit),Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2016,2316
New Zealand,2013,Total,Unknown (type of housing unit),Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,67575
New Zealand,2013,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,1329234
New Zealand,2013,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,618852
New Zealand,2013,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,411063
New Zealand,2013,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2016,36666
New Zealand,2013,Urban,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2016,175911
New Zealand,2013,Urban,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,86739
New Zealand,2013,Urban,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,1249122
New Zealand,2013,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,611544
New Zealand,2013,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,399447
New Zealand,2013,Urban,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2016,34908
New Zealand,2013,Urban,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2016,173886
New Zealand,2013,Urban,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,29337
